>pcount	tstamp	src_dst_idn	port_port_idn	netrange_idn	country_idn	src_idn	dst_idn	lat	lon
6108	1571.306	28	166	15	74	0	15	48.860	2.350
6109	1571.308	28	166	15	74	0	15	48.860	2.350
6110	1571.309	29	179	1	-1	15	0	0.000	0.000
6111	1571.311	29	179	1	-1	15	0	0.000	0.000
6112	1571.313	29	179	1	-1	15	0	0.000	0.000
6113	1571.314	29	179	1	-1	15	0	0.000	0.000
6114	1571.316	29	179	1	-1	15	0	0.000	0.000
6115	1571.319	29	179	1	-1	15	0	0.000	0.000
6116	1571.330	28	166	15	74	0	15	48.860	2.350
6117	1571.332	28	166	15	74	0	15	48.860	2.350
6118	1571.334	28	166	15	74	0	15	48.860	2.350
6119	1571.335	28	166	15	74	0	15	48.860	2.350
6120	1571.337	29	179	1	-1	15	0	0.000	0.000
6121	1571.339	29	179	1	-1	15	0	0.000	0.000
6122	1571.341	29	179	1	-1	15	0	0.000	0.000
6123	1571.342	29	179	1	-1	15	0	0.000	0.000
6124	1571.345	28	166	15	74	0	15	48.860	2.350
6125	1571.352	28	166	15	74	0	15	48.860	2.350
6126	1571.354	28	166	15	74	0	15	48.860	2.350
6127	1571.356	29	179	1	-1	15	0	0.000	0.000
6128	1571.361	29	179	1	-1	15	0	0.000	0.000
6129	1571.363	28	166	15	74	0	15	48.860	2.350
6130	1571.374	29	179	1	-1	15	0	0.000	0.000
6131	1571.379	29	179	1	-1	15	0	0.000	0.000
6132	1571.381	29	179	1	-1	15	0	0.000	0.000
6133	1571.382	29	179	1	-1	15	0	0.000	0.000
6134	1571.388	29	179	1	-1	15	0	0.000	0.000
6135	1571.390	29	179	1	-1	15	0	0.000	0.000
6136	1571.392	28	166	15	74	0	15	48.860	2.350
6137	1571.395	28	166	15	74	0	15	48.860	2.350
6138	1571.406	28	166	15	74	0	15	48.860	2.350
6139	1571.408	28	166	15	74	0	15	48.860	2.350
6140	1571.413	29	179	1	-1	15	0	0.000	0.000
6141	1571.415	29	179	1	-1	15	0	0.000	0.000
6142	1571.420	29	179	1	-1	15	0	0.000	0.000
6143	1571.421	29	179	1	-1	15	0	0.000	0.000
6144	1571.423	28	166	15	74	0	15	48.860	2.350
6145	1571.428	28	166	15	74	0	15	48.860	2.350
6146	1571.430	28	166	15	74	0	15	48.860	2.350
6147	1571.432	29	179	1	-1	15	0	0.000	0.000
6148	1571.437	29	179	1	-1	15	0	0.000	0.000
6149	1571.439	28	166	15	74	0	15	48.860	2.350
6150	1571.441	29	179	1	-1	15	0	0.000	0.000
6151	1571.444	29	179	1	-1	15	0	0.000	0.000
6152	1571.454	29	179	1	-1	15	0	0.000	0.000
6153	1571.455	29	179	1	-1	15	0	0.000	0.000
6154	1571.457	29	179	1	-1	15	0	0.000	0.000
6155	1571.459	29	179	1	-1	15	0	0.000	0.000
6156	1571.461	28	166	15	74	0	15	48.860	2.350
6157	1571.463	28	166	15	74	0	15	48.860	2.350
6158	1571.464	28	166	15	74	0	15	48.860	2.350
6159	1571.466	28	166	15	74	0	15	48.860	2.350
6160	1571.470	29	179	1	-1	15	0	0.000	0.000
6161	1571.480	29	179	1	-1	15	0	0.000	0.000
6162	1571.482	29	179	1	-1	15	0	0.000	0.000
6163	1571.484	29	179	1	-1	15	0	0.000	0.000
6164	1571.485	28	166	15	74	0	15	48.860	2.350
6165	1571.487	28	166	15	74	0	15	48.860	2.350
6166	1571.489	28	166	15	74	0	15	48.860	2.350
6167	1571.491	29	179	1	-1	15	0	0.000	0.000
6168	1571.492	29	179	1	-1	15	0	0.000	0.000
6169	1571.495	28	166	15	74	0	15	48.860	2.350
6170	1571.502	29	179	1	-1	15	0	0.000	0.000
6171	1571.504	29	179	1	-1	15	0	0.000	0.000
6172	1571.505	29	179	1	-1	15	0	0.000	0.000
6173	1571.509	29	179	1	-1	15	0	0.000	0.000
6174	1571.518	29	179	1	-1	15	0	0.000	0.000
6175	1571.520	29	179	1	-1	15	0	0.000	0.000
6176	1571.522	28	166	15	74	0	15	48.860	2.350
6177	1571.524	28	166	15	74	0	15	48.860	2.350
6178	1571.525	28	166	15	74	0	15	48.860	2.350
6179	1571.527	28	166	15	74	0	15	48.860	2.350
6180	1571.528	29	179	1	-1	15	0	0.000	0.000
6181	1571.530	29	179	1	-1	15	0	0.000	0.000
6182	1571.533	29	179	1	-1	15	0	0.000	0.000
6183	1571.541	29	179	1	-1	15	0	0.000	0.000
6185	1571.549	28	166	15	74	0	15	48.860	2.350
6186	1571.551	28	166	15	74	0	15	48.860	2.350
6187	1571.560	29	179	1	-1	15	0	0.000	0.000
6188	1571.561	29	179	1	-1	15	0	0.000	0.000
6189	1571.564	28	166	15	74	0	15	48.860	2.350
6191	1571.566	29	179	1	-1	15	0	0.000	0.000
6192	1571.568	29	179	1	-1	15	0	0.000	0.000
6193	1571.577	29	179	1	-1	15	0	0.000	0.000
6194	1571.580	29	179	1	-1	15	0	0.000	0.000
6195	1571.582	29	179	1	-1	15	0	0.000	0.000
6197	1571.584	28	166	15	74	0	15	48.860	2.350
6198	1571.587	28	166	15	74	0	15	48.860	2.350
6199	1571.588	28	166	15	74	0	15	48.860	2.350
6200	1571.598	29	179	1	-1	15	0	0.000	0.000
6200	1571.599	28	166	15	74	0	15	48.860	2.350
6184	1571.542	28	166	15	74	0	15	48.860	2.350
6200	1571.602	28	166	15	74	0	15	48.860	2.350
6201	1571.605	28	186	15	74	0	15	48.860	2.350
6202	1571.607	29	179	1	-1	15	0	0.000	0.000
6203	1571.608	29	179	1	-1	15	0	0.000	0.000
6204	1571.610	29	179	1	-1	15	0	0.000	0.000
6205	1571.612	29	179	1	-1	15	0	0.000	0.000
6206	1571.613	28	166	15	74	0	15	48.860	2.350
6207	1571.615	28	166	15	74	0	15	48.860	2.350
6208	1571.617	28	166	15	74	0	15	48.860	2.350
6209	1571.623	29	179	1	-1	15	0	0.000	0.000
6210	1571.635	29	179	1	-1	15	0	0.000	0.000
6211	1571.636	28	166	15	74	0	15	48.860	2.350
6212	1571.638	29	179	1	-1	15	0	0.000	0.000
6213	1571.640	29	179	1	-1	15	0	0.000	0.000
6214	1571.642	28	166	15	74	0	15	48.860	2.350
6215	1571.644	29	179	1	-1	15	0	0.000	0.000
6216	1571.646	29	179	1	-1	15	0	0.000	0.000
6217	1571.647	29	179	1	-1	15	0	0.000	0.000
6218	1571.650	29	179	1	-1	15	0	0.000	0.000
6219	1571.656	28	166	15	74	0	15	48.860	2.350
6220	1571.658	28	166	15	74	0	15	48.860	2.350
6221	1571.660	28	166	15	74	0	15	48.860	2.350
6222	1571.664	29	187	1	-1	15	0	0.000	0.000
6223	1571.669	29	179	1	-1	15	0	0.000	0.000
6224	1571.670	29	179	1	-1	15	0	0.000	0.000
6225	1571.672	29	179	1	-1	15	0	0.000	0.000
6226	1571.677	29	179	1	-1	15	0	0.000	0.000
6227	1571.687	28	186	15	74	0	15	48.860	2.350
6228	1571.688	28	166	15	74	0	15	48.860	2.350
6229	1571.691	28	166	15	74	0	15	48.860	2.350
6230	1571.693	28	166	15	74	0	15	48.860	2.350
6231	1571.695	29	179	1	-1	15	0	0.000	0.000
6232	1571.697	29	179	1	-1	15	0	0.000	0.000
6233	1571.699	28	166	15	74	0	15	48.860	2.350
6234	1571.701	29	179	1	-1	15	0	0.000	0.000
6235	1571.706	29	179	1	-1	15	0	0.000	0.000
6236	1571.716	28	166	15	74	0	15	48.860	2.350
6237	1571.718	29	179	1	-1	15	0	0.000	0.000
6238	1571.724	29	179	1	-1	15	0	0.000	0.000
6239	1571.725	29	179	1	-1	15	0	0.000	0.000
6240	1571.727	29	179	1	-1	15	0	0.000	0.000
6241	1571.730	28	166	15	74	0	15	48.860	2.350
6242	1571.739	28	166	15	74	0	15	48.860	2.350
6243	1571.742	28	166	15	74	0	15	48.860	2.350
6244	1571.743	29	179	1	-1	15	0	0.000	0.000
6245	1571.747	29	179	1	-1	15	0	0.000	0.000
6246	1571.748	29	179	1	-1	15	0	0.000	0.000
6247	1571.750	29	179	1	-1	15	0	0.000	0.000
6248	1571.752	28	166	15	74	0	15	48.860	2.350
6249	1571.753	28	166	15	74	0	15	48.860	2.350
6250	1571.757	28	166	15	74	0	15	48.860	2.350
6251	1571.758	29	179	1	-1	15	0	0.000	0.000
6252	1571.764	29	179	1	-1	15	0	0.000	0.000
6253	1571.766	28	166	15	74	0	15	48.860	2.350
6254	1571.772	29	179	1	-1	15	0	0.000	0.000
6255	1571.773	29	179	1	-1	15	0	0.000	0.000
6256	1571.775	28	166	15	74	0	15	48.860	2.350
6257	1571.779	29	179	1	-1	15	0	0.000	0.000
6258	1571.785	29	179	1	-1	15	0	0.000	0.000
6259	1571.786	29	179	1	-1	15	0	0.000	0.000
6260	1571.788	29	179	1	-1	15	0	0.000	0.000
6261	1571.790	28	166	15	74	0	15	48.860	2.350
6262	1571.796	28	166	15	74	0	15	48.860	2.350
6263	1571.798	28	166	15	74	0	15	48.860	2.350
6264	1571.799	29	179	1	-1	15	0	0.000	0.000
6265	1571.802	29	179	1	-1	15	0	0.000	0.000
6266	1571.811	29	179	1	-1	15	0	0.000	0.000
6267	1571.813	29	179	1	-1	15	0	0.000	0.000
6268	1571.815	28	166	15	74	0	15	48.860	2.350
6270	1571.818	28	166	15	74	0	15	48.860	2.350
6271	1571.820	29	179	1	-1	15	0	0.000	0.000
6272	1571.822	29	179	1	-1	15	0	0.000	0.000
6273	1571.830	28	166	15	74	0	15	48.860	2.350
6273	1571.833	28	166	15	74	0	15	48.860	2.350
6274	1571.836	28	166	15	74	0	15	48.860	2.350
6275	1571.838	29	179	1	-1	15	0	0.000	0.000
6276	1571.840	29	179	1	-1	15	0	0.000	0.000
6277	1571.841	28	166	15	74	0	15	48.860	2.350
6278	1571.843	29	179	1	-1	15	0	0.000	0.000
6279	1571.845	29	179	1	-1	15	0	0.000	0.000
6280	1571.851	28	166	15	74	0	15	48.860	2.350
6281	1571.852	29	179	1	-1	15	0	0.000	0.000
6282	1571.860	29	179	1	-1	15	0	0.000	0.000
6283	1571.863	29	179	1	-1	15	0	0.000	0.000
6284	1571.864	29	179	1	-1	15	0	0.000	0.000
6285	1571.871	29	179	1	-1	15	0	0.000	0.000
6286	1571.873	29	179	1	-1	15	0	0.000	0.000
6287	1571.874	28	166	15	74	0	15	48.860	2.350
6288	1571.885	28	166	15	74	0	15	48.860	2.350
6289	1571.887	28	166	15	74	0	15	48.860	2.350
6290	1571.888	28	166	15	74	0	15	48.860	2.350
6291	1571.890	29	179	1	-1	15	0	0.000	0.000
6292	1571.892	29	179	1	-1	15	0	0.000	0.000
6293	1571.893	28	166	15	74	0	15	48.860	2.350
6294	1571.895	28	166	15	74	0	15	48.860	2.350
6295	1571.897	29	179	1	-1	15	0	0.000	0.000
6296	1571.900	29	179	1	-1	15	0	0.000	0.000
6297	1571.911	28	166	15	74	0	15	48.860	2.350
6298	1571.913	29	179	1	-1	15	0	0.000	0.000
6299	1571.915	29	179	1	-1	15	0	0.000	0.000
6300	1571.916	28	166	15	74	0	15	48.860	2.350
6301	1571.918	29	179	1	-1	15	0	0.000	0.000
6302	1571.920	29	179	1	-1	15	0	0.000	0.000
6303	1571.922	29	179	1	-1	15	0	0.000	0.000
6304	1571.924	29	179	1	-1	15	0	0.000	0.000
6305	1571.927	29	179	1	-1	15	0	0.000	0.000
6306	1571.933	29	179	1	-1	15	0	0.000	0.000
6307	1571.934	28	166	15	74	0	15	48.860	2.350
6308	1571.939	28	166	15	74	0	15	48.860	2.350
6309	1571.941	28	166	15	74	0	15	48.860	2.350
6310	1571.943	28	166	15	74	0	15	48.860	2.350
6311	1571.948	29	179	1	-1	15	0	0.000	0.000
6312	1571.950	29	179	1	-1	15	0	0.000	0.000
6313	1571.952	29	179	1	-1	15	0	0.000	0.000
6314	1571.955	29	179	1	-1	15	0	0.000	0.000
6315	1571.965	28	166	15	74	0	15	48.860	2.350
6316	1571.967	28	166	15	74	0	15	48.860	2.350
6317	1571.969	28	166	15	74	0	15	48.860	2.350
6318	1571.971	29	179	1	-1	15	0	0.000	0.000
6319	1571.981	29	179	1	-1	15	0	0.000	0.000
6320	1571.982	28	166	15	74	0	15	48.860	2.350
6321	1571.985	29	179	1	-1	15	0	0.000	0.000
6322	1571.991	29	179	1	-1	15	0	0.000	0.000
6323	1571.994	28	166	15	74	0	15	48.860	2.350
6324	1571.996	29	179	1	-1	15	0	0.000	0.000
6325	1571.999	29	179	1	-1	15	0	0.000	0.000
6326	1572.005	29	179	1	-1	15	0	0.000	0.000
6327	1572.006	29	179	1	-1	15	0	0.000	0.000
6328	1572.008	28	166	15	74	0	15	48.860	2.350
6329	1572.014	28	166	15	74	0	15	48.860	2.350
6330	1572.016	28	166	15	74	0	15	48.860	2.350
6331	1572.017	29	179	1	-1	15	0	0.000	0.000
6332	1572.021	29	179	1	-1	15	0	0.000	0.000
6333	1572.025	29	179	1	-1	15	0	0.000	0.000
6334	1572.035	29	179	1	-1	15	0	0.000	0.000
6335	1572.037	29	179	1	-1	15	0	0.000	0.000
6336	1572.038	29	179	1	-1	15	0	0.000	0.000
6337	1572.040	28	166	15	74	0	15	48.860	2.350
6338	1572.042	28	166	15	74	0	15	48.860	2.350
6339	1572.044	28	166	15	74	0	15	48.860	2.350
6340	1572.045	28	166	15	74	0	15	48.860	2.350
6341	1572.047	29	179	1	-1	15	0	0.000	0.000
6342	1572.050	29	179	1	-1	15	0	0.000	0.000
6343	1572.056	29	179	1	-1	15	0	0.000	0.000
6344	1572.058	29	179	1	-1	15	0	0.000	0.000
6345	1572.062	29	179	1	-1	15	0	0.000	0.000
6346	1572.064	29	179	1	-1	15	0	0.000	0.000
6347	1572.069	28	166	15	74	0	15	48.860	2.350
6348	1572.071	28	166	15	74	0	15	48.860	2.350
6349	1572.073	28	166	15	74	0	15	48.860	2.350
6350	1572.082	28	166	15	74	0	15	48.860	2.350
6351	1572.084	29	179	1	-1	15	0	0.000	0.000
6352	1572.086	29	179	1	-1	15	0	0.000	0.000
6353	1572.087	29	179	1	-1	15	0	0.000	0.000
6354	1572.089	29	179	1	-1	15	0	0.000	0.000
6355	1572.091	29	179	1	-1	15	0	0.000	0.000
6356	1572.093	29	179	1	-1	15	0	0.000	0.000
6357	1572.094	28	166	15	74	0	15	48.860	2.350
6358	1572.097	28	166	15	74	0	15	48.860	2.350
6359	1572.107	28	166	15	74	0	15	48.860	2.350
6360	1572.109	28	166	15	74	0	15	48.860	2.350
6361	1572.111	29	179	1	-1	15	0	0.000	0.000
6363	1572.114	29	179	1	-1	15	0	0.000	0.000
6364	1572.116	29	179	1	-1	15	0	0.000	0.000
6365	1572.117	29	179	1	-1	15	0	0.000	0.000
6366	1572.127	29	179	1	-1	15	0	0.000	0.000
6366	1572.128	29	179	1	-1	15	0	0.000	0.000
6367	1572.131	28	166	15	74	0	15	48.860	2.350
6368	1572.133	28	166	15	74	0	15	48.860	2.350
6369	1572.135	28	166	15	74	0	15	48.860	2.350
6370	1572.136	28	166	15	74	0	15	48.860	2.350
6371	1572.138	29	179	1	-1	15	0	0.000	0.000
6372	1572.140	29	179	1	-1	15	0	0.000	0.000
6373	1572.142	29	179	1	-1	15	0	0.000	0.000
6374	1572.144	29	179	1	-1	15	0	0.000	0.000
6375	1572.149	29	179	1	-1	15	0	0.000	0.000
6376	1572.153	29	179	1	-1	15	0	0.000	0.000
6377	1572.161	28	166	15	74	0	15	48.860	2.350
6378	1572.163	28	166	15	74	0	15	48.860	2.350
6379	1572.165	28	166	15	74	0	15	48.860	2.350
6381	1572.168	29	179	1	-1	15	0	0.000	0.000
6382	1572.170	29	179	1	-1	15	0	0.000	0.000
6380	1572.167	28	166	15	74	0	15	48.860	2.350
6383	1572.182	29	179	1	-1	15	0	0.000	0.000
6384	1572.184	29	179	1	-1	15	0	0.000	0.000
6385	1572.186	29	179	1	-1	15	0	0.000	0.000
6386	1572.187	29	179	1	-1	15	0	0.000	0.000
6387	1572.189	28	166	15	74	0	15	48.860	2.350
6388	1572.191	28	166	15	74	0	15	48.860	2.350
6389	1572.193	28	166	15	74	0	15	48.860	2.350
6390	1572.195	28	166	15	74	0	15	48.860	2.350
6391	1572.196	29	179	1	-1	15	0	0.000	0.000
6392	1572.200	29	179	1	-1	15	0	0.000	0.000
6393	1572.207	29	179	1	-1	15	0	0.000	0.000
6394	1572.209	29	179	1	-1	15	0	0.000	0.000
6395	1572.211	29	179	1	-1	15	0	0.000	0.000
6396	1572.214	29	179	1	-1	15	0	0.000	0.000
6397	1572.219	28	166	15	74	0	15	48.860	2.350
6398	1572.221	28	166	15	74	0	15	48.860	2.350
6399	1572.223	28	166	15	74	0	15	48.860	2.350
6400	1572.226	28	166	15	74	0	15	48.860	2.350
6401	1572.236	28	166	15	74	0	15	48.860	2.350
6402	1572.237	29	179	1	-1	15	0	0.000	0.000
6403	1572.239	29	179	1	-1	15	0	0.000	0.000
6404	1572.241	29	179	1	-1	15	0	0.000	0.000
6405	1572.243	29	179	1	-1	15	0	0.000	0.000
6406	1572.245	29	179	1	-1	15	0	0.000	0.000
6407	1572.246	29	179	1	-1	15	0	0.000	0.000
6408	1572.248	29	179	1	-1	15	0	0.000	0.000
6409	1572.251	29	179	1	-1	15	0	0.000	0.000
6410	1572.258	28	166	15	74	0	15	48.860	2.350
6411	1572.260	28	166	15	74	0	15	48.860	2.350
6412	1572.261	28	166	15	74	0	15	48.860	2.350
6413	1572.265	28	166	15	74	0	15	48.860	2.350
6414	1572.271	28	166	15	74	0	15	48.860	2.350
6415	1572.273	29	179	1	-1	15	0	0.000	0.000
6416	1572.274	29	179	1	-1	15	0	0.000	0.000
6417	1572.276	29	179	1	-1	15	0	0.000	0.000
6418	1572.280	29	179	1	-1	15	0	0.000	0.000
6419	1572.289	29	179	1	-1	15	0	0.000	0.000
6420	1572.291	29	179	1	-1	15	0	0.000	0.000
6421	1572.293	28	166	15	74	0	15	48.860	2.350
6422	1572.294	28	166	15	74	0	15	48.860	2.350
6423	1572.296	28	166	15	74	0	15	48.860	2.350
6424	1572.298	28	166	15	74	0	15	48.860	2.350
6425	1572.299	28	166	15	74	0	15	48.860	2.350
6426	1572.301	29	179	1	-1	15	0	0.000	0.000
6427	1572.304	29	179	1	-1	15	0	0.000	0.000
6428	1572.311	29	179	1	-1	15	0	0.000	0.000
6429	1572.313	29	179	1	-1	15	0	0.000	0.000
6430	1572.314	29	179	1	-1	15	0	0.000	0.000
6431	1572.318	29	179	1	-1	15	0	0.000	0.000
6432	1572.324	28	166	15	74	0	15	48.860	2.350
6433	1572.325	28	166	15	74	0	15	48.860	2.350
6434	1572.327	28	166	15	74	0	15	48.860	2.350
6435	1572.330	29	179	1	-1	15	0	0.000	0.000
6436	1572.339	29	179	1	-1	15	0	0.000	0.000
6437	1572.341	28	166	15	74	0	15	48.860	2.350
6438	1572.343	28	166	15	74	0	15	48.860	2.350
6440	1572.345	29	179	1	-1	15	0	0.000	0.000
6441	1572.347	28	166	15	74	0	15	48.860	2.350
6442	1572.349	29	179	1	-1	15	0	0.000	0.000
6444	1572.359	29	179	1	-1	15	0	0.000	0.000
6445	1572.361	29	179	1	-1	15	0	0.000	0.000
6446	1572.364	28	166	15	74	0	15	48.860	2.350
6447	1572.366	28	166	15	74	0	15	48.860	2.350
6448	1572.369	29	179	1	-1	15	0	0.000	0.000
6450	1572.373	29	179	1	-1	15	0	0.000	0.000
6451	1572.375	28	166	15	74	0	15	48.860	2.350
6451	1572.377	29	179	1	-1	15	0	0.000	0.000
6452	1572.387	29	179	1	-1	15	0	0.000	0.000
6453	1572.389	29	179	1	-1	15	0	0.000	0.000
6454	1572.391	29	179	1	-1	15	0	0.000	0.000
6456	1572.393	29	179	1	-1	15	0	0.000	0.000
6457	1572.396	28	166	15	74	0	15	48.860	2.350
6458	1572.398	28	166	15	74	0	15	48.860	2.350
6449	1572.371	29	179	1	-1	15	0	0.000	0.000
6458	1572.407	29	179	1	-1	15	0	0.000	0.000
6459	1572.409	28	166	15	74	0	15	48.860	2.350
6459	1572.411	29	179	1	-1	15	0	0.000	0.000
6460	1572.414	28	166	15	74	0	15	48.860	2.350
6461	1572.416	28	166	15	74	0	15	48.860	2.350
6462	1572.418	29	179	1	-1	15	0	0.000	0.000
6463	1572.419	29	179	1	-1	15	0	0.000	0.000
6464	1572.421	28	166	15	74	0	15	48.860	2.350
6465	1572.423	28	166	15	74	0	15	48.860	2.350
6466	1572.424	29	179	1	-1	15	0	0.000	0.000
6467	1572.426	29	179	1	-1	15	0	0.000	0.000
6468	1572.433	29	179	1	-1	15	0	0.000	0.000
6469	1572.445	29	179	1	-1	15	0	0.000	0.000
6470	1572.446	28	166	15	74	0	15	48.860	2.350
6471	1572.448	28	166	15	74	0	15	48.860	2.350
6472	1572.449	29	179	1	-1	15	0	0.000	0.000
6473	1572.452	29	179	1	-1	15	0	0.000	0.000
6474	1572.453	28	166	15	74	0	15	48.860	2.350
6475	1572.455	29	179	1	-1	15	0	0.000	0.000
6476	1572.457	29	179	1	-1	15	0	0.000	0.000
6477	1572.460	28	166	15	74	0	15	48.860	2.350
6478	1572.464	29	179	1	-1	15	0	0.000	0.000
6479	1572.469	29	179	1	-1	15	0	0.000	0.000
6480	1572.470	28	166	15	74	0	15	48.860	2.350
6481	1572.480	28	166	15	74	0	15	48.860	2.350
6482	1572.482	29	179	1	-1	15	0	0.000	0.000
6483	1572.484	29	179	1	-1	15	0	0.000	0.000
6484	1572.485	28	166	15	74	0	15	48.860	2.350
6485	1572.487	28	166	15	74	0	15	48.860	2.350
6486	1572.489	29	179	1	-1	15	0	0.000	0.000
6487	1572.491	29	179	1	-1	15	0	0.000	0.000
6488	1572.492	29	179	1	-1	15	0	0.000	0.000
6489	1572.495	29	179	1	-1	15	0	0.000	0.000
6490	1572.502	28	166	15	74	0	15	48.860	2.350
6491	1572.504	28	166	15	74	0	15	48.860	2.350
6492	1572.506	29	179	1	-1	15	0	0.000	0.000
6493	1572.513	29	179	1	-1	15	0	0.000	0.000
6494	1572.514	28	166	15	74	0	15	48.860	2.350
6495	1572.516	28	166	15	74	0	15	48.860	2.350
6496	1572.519	29	179	1	-1	15	0	0.000	0.000
6497	1572.529	29	179	1	-1	15	0	0.000	0.000
6498	1572.531	28	166	15	74	0	15	48.860	2.350
6499	1572.533	29	179	1	-1	15	0	0.000	0.000
6500	1572.534	29	179	1	-1	15	0	0.000	0.000
6501	1572.536	29	179	1	-1	15	0	0.000	0.000
6502	1572.537	29	179	1	-1	15	0	0.000	0.000
6503	1572.539	28	166	15	74	0	15	48.860	2.350
6504	1572.541	28	166	15	74	0	15	48.860	2.350
6505	1572.544	28	166	15	74	0	15	48.860	2.350
6506	1572.561	29	179	1	-1	15	0	0.000	0.000
6507	1572.562	29	179	1	-1	15	0	0.000	0.000
6508	1572.570	29	179	1	-1	15	0	0.000	0.000
6509	1572.573	29	179	1	-1	15	0	0.000	0.000
6510	1572.575	28	166	15	74	0	15	48.860	2.350
6512	1572.577	29	179	1	-1	15	0	0.000	0.000
6513	1572.579	29	179	1	-1	15	0	0.000	0.000
6514	1572.581	29	179	1	-1	15	0	0.000	0.000
6515	1572.590	28	166	15	74	0	15	48.860	2.350
6515	1572.592	29	179	1	-1	15	0	0.000	0.000
6516	1572.595	29	179	1	-1	15	0	0.000	0.000
6517	1572.596	29	179	1	-1	15	0	0.000	0.000
6518	1572.598	28	166	15	74	0	15	48.860	2.350
6519	1572.600	28	166	15	74	0	15	48.860	2.350
6520	1572.602	28	166	15	74	0	15	48.860	2.350
6521	1572.604	28	166	15	74	0	15	48.860	2.350
6522	1572.605	29	179	1	-1	15	0	0.000	0.000
6523	1572.607	29	179	1	-1	15	0	0.000	0.000
6524	1572.612	29	179	1	-1	15	0	0.000	0.000
6525	1572.618	29	179	1	-1	15	0	0.000	0.000
6526	1572.620	28	166	15	74	0	15	48.860	2.350
6527	1572.622	28	166	15	74	0	15	48.860	2.350
6528	1572.626	29	179	1	-1	15	0	0.000	0.000
6529	1572.631	29	179	1	-1	15	0	0.000	0.000
6530	1572.632	29	179	1	-1	15	0	0.000	0.000
6531	1572.637	29	179	1	-1	15	0	0.000	0.000
6532	1572.639	28	166	15	74	0	15	48.860	2.350
6533	1572.641	28	166	15	74	0	15	48.860	2.350
6534	1572.645	28	166	15	74	0	15	48.860	2.350
6535	1572.647	28	166	15	74	0	15	48.860	2.350
6536	1572.654	29	179	1	-1	15	0	0.000	0.000
6537	1572.656	29	179	1	-1	15	0	0.000	0.000
6538	1572.657	28	166	15	74	0	15	48.860	2.350
6539	1572.659	29	179	1	-1	15	0	0.000	0.000
6540	1572.661	29	179	1	-1	15	0	0.000	0.000
6541	1572.664	29	179	1	-1	15	0	0.000	0.000
6542	1572.674	29	179	1	-1	15	0	0.000	0.000
6543	1572.676	28	166	15	74	0	15	48.860	2.350
6544	1572.678	28	166	15	74	0	15	48.860	2.350
6545	1572.679	28	166	15	74	0	15	48.860	2.350
6546	1572.681	29	179	1	-1	15	0	0.000	0.000
6547	1572.683	29	179	1	-1	15	0	0.000	0.000
6548	1572.684	29	179	1	-1	15	0	0.000	0.000
6549	1572.686	29	179	1	-1	15	0	0.000	0.000
6550	1572.689	28	166	15	74	0	15	48.860	2.350
6551	1572.699	28	166	15	74	0	15	48.860	2.350
6552	1572.701	29	179	1	-1	15	0	0.000	0.000
6553	1572.703	29	179	1	-1	15	0	0.000	0.000
6555	1572.706	28	166	15	74	0	15	48.860	2.350
6557	1572.711	29	185	1	-1	15	0	0.000	0.000
6558	1572.736	28	166	15	74	0	15	48.860	2.350
6559	1572.746	36	164	19	232	0	19	37.419	-122.057
6560	1572.763	28	172	15	74	0	15	48.860	2.350
6561	1572.777	28	172	15	74	0	15	48.860	2.350
6566	1572.835	37	165	1	-1	19	0	0.000	0.000
6567	1572.837	46	200	24	232	0	24	47.606	-122.332
6568	1572.872	46	200	24	232	0	24	47.606	-122.332
6569	1572.893	46	200	24	232	0	24	47.606	-122.332
6571	1572.917	37	165	1	-1	19	0	0.000	0.000
6572	1572.920	37	165	1	-1	19	0	0.000	0.000
6573	1572.922	37	165	1	-1	19	0	0.000	0.000
6574	1572.924	37	165	1	-1	19	0	0.000	0.000
6574	1572.910	37	165	1	-1	19	0	0.000	0.000
6575	1572.929	37	165	1	-1	19	0	0.000	0.000
6576	1572.952	37	165	1	-1	19	0	0.000	0.000
6577	1572.954	37	165	1	-1	19	0	0.000	0.000
6577	1572.709	46	200	24	232	0	24	47.606	-122.332
6577	1572.713	47	201	1	-1	24	0	0.000	0.000
6578	1572.979	37	165	1	-1	19	0	0.000	0.000
6579	1572.991	37	165	1	-1	19	0	0.000	0.000
6580	1573.012	37	165	1	-1	19	0	0.000	0.000
6581	1573.013	37	165	1	-1	19	0	0.000	0.000
6582	1573.022	47	201	1	-1	24	0	0.000	0.000
6583	1573.024	47	201	1	-1	24	0	0.000	0.000
6584	1573.025	47	201	1	-1	24	0	0.000	0.000
6584	1572.791	46	200	24	232	0	24	47.606	-122.332
6585	1573.041	47	201	1	-1	24	0	0.000	0.000
6586	1573.043	36	164	19	232	0	19	37.419	-122.057
6587	1573.053	36	164	19	232	0	19	37.419	-122.057
6588	1573.055	36	164	19	232	0	19	37.419	-122.057
6589	1573.056	36	164	19	232	0	19	37.419	-122.057
6590	1573.069	36	164	19	232	0	19	37.419	-122.057
6591	1573.071	36	164	19	232	0	19	37.419	-122.057
6592	1573.073	29	185	1	-1	15	0	0.000	0.000
6593	1573.077	36	164	19	232	0	19	37.419	-122.057
6593	1572.779	46	200	24	232	0	24	47.606	-122.332
6594	1573.096	36	164	19	232	0	19	37.419	-122.057
6595	1573.098	36	164	19	232	0	19	37.419	-122.057
6596	1573.100	37	165	1	-1	19	0	0.000	0.000
